County,Year,count_Biomass,count_Captured Heat from Biologically Derived Methane Gas,count_Hydroelectric,count_Solar Photovoltaic,count_Solid Waste,count_Wind,total_Biomass,total_Captured Heat from Biologically Derived Methane Gas,total_Hydroelectric,total_Solar Photovoltaic,total_Solid Waste,total_Wind,COUNTYFP
Fayette,2023,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.037559999999999996,0.0,0.0,39047
Fayette,2024,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,66.09673000000001,0.0,0.0,39047
Franklin,2009,0,0,0,0,0,0,0,0,0,0,0,0,39049
Franklin,2010,1.0,0.0,0.0,12.0,1.0,0.0,2.7,0.0,0.0,0.18892,5.0,0.0,39049
Franklin,2011,1.0,0.0,0.0,64.0,0.0,0.0,1.0,0.0,0.0,1.030085,0.0,0.0,39049
Franklin,2012,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.97021,0.0,0.0,39049
Franklin,2013,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,3.38509,0.0,0.0,39049
Franklin,2014,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.9826,0.0,0.0,39049
Franklin,2015,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.85528,0.0,0.0,39049
Franklin,2016,0.0,1.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.448815,0.0,0.0,39049
Franklin,2017,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.697045,0.0,0.0,39049
Franklin,2018,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.4116000000000002,0.0,0.0,39049
Franklin,2019,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.18026,0.0,0.0,39049
Franklin,2020,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.17637,0.0,0.0,39049
Franklin,2021,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.76233,0.0,0.0,39049
Franklin,2022,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.8448599999999999,0.0,0.0,39049
Franklin,2023,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.244955,0.0,0.0,39049
Franklin,2024,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,1.90441,0.0,0.0,39049
Hocking,2009,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00633,0.0,0.0,39073
Hocking,2011,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01128,0.0,0.0,39073
Hocking,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00624,0.0,0.0,39073
Hocking,2013,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.013760000000000001,0.0,0.0,39073
Hocking,2014,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2015,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2016,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2017,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2018,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2019,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2020,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2021,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2022,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2023,0,0,0,0,0,0,0,0,0,0,0,0,39073
Hocking,2024,0,0,0,0,0,0,0,0,0,0,0,0,39073
Knox,2009,0,0,0,0,0,0,0,0,0,0,0,0,39083
Knox,2010,0,0,0,0,0,0,0,0,0,0,0,0,39083
Knox,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01272,0.0,0.0,39083
Knox,2012,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.4889999999999999,0.0,0.0,39083
Knox,2013,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.058210000000000005,0.0,0.0,39083
Knox,2014,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01854,0.0,0.0,39083
Knox,2015,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05964,0.0,0.0,39083
Knox,2016,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.14704,0.0,0.0,39083
Knox,2017,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02627,0.0,0.0,39083
Knox,2018,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.10506,0.0,0.0,39083
Knox,2019,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01575,0.0,0.0,39083
Knox,2020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,39083
Knox,2021,0,0,0,0,0,0,0,0,0,0,0,0,39083
Knox,2022,0,0,0,0,0,0,0,0,0,0,0,0,39083
Knox,2023,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.0,0.0,39083
Knox,2024,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04145,0.0,0.0,39083
Licking,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06912,0.0,0.0,39089
Licking,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00207,0.0,0.0,39089
Licking,2011,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.022568,0.0,0.0,39089
Licking,2012,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08719,0.0,0.0,39089
Licking,2013,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.07409,0.0,0.0,39089
Licking,2014,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08837,0.0,0.0,39089
Licking,2015,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.96685,0.0,0.0,39089
Licking,2016,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06486,0.0,0.0,39089
Licking,2017,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.049460000000000004,0.0,0.0,39089
Licking,2018,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.57078,0.0,0.0,39089
Licking,2019,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.126715,0.0,0.0,39089
Licking,2020,0,0,0,0,0,0,0,0,0,0,0,0,39089
Licking,2021,0,0,0,0,0,0,0,0,0,0,0,0,39089
Licking,2022,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.053385,0.0,0.0,39089
Licking,2023,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.073885,0.0,0.0,39089
Licking,2024,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.310545,0.0,0.0,39089
Logan,2009,1.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,39091
Logan,2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,39091
Logan,2011,0,0,0,0,0,0,0,0,0,0,0,0,39091
Logan,2012,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04536,0.0,0.0,39091
Logan,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,39091
Logan,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00936,0.0,0.0,39091
Logan,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00364,0.0,0.0,39091
Logan,2016,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03455,0.0,0.0,39091
Logan,2017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01008,0.0,0.0,39091
Logan,2018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06555,0.0,0.0,39091
Logan,2019,0,0,0,0,0,0,0,0,0,0,0,0,39091
Logan,2020,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.020115,0.0,0.0,39091
Logan,2021,0,0,0,0,0,0,0,0,0,0,0,0,39091
Logan,2022,0,0,0,0,0,0,0,0,0,0,0,0,39091
Logan,2023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03792,0.0,0.0,39091
Logan,2024,0,0,0,0,0,0,0,0,0,0,0,0,39091
Madison,2009,0,0,0,0,0,0,0,0,0,0,0,0,39097
Madison,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00684,0.0,0.0,39097
Madison,2011,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11669,0.0,0.0,39097
Madison,2012,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.13044,0.0,0.0,39097
Madison,2013,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.31497,0.0,0.0,39097
Madison,2014,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08984,0.0,0.0,39097
Madison,2015,0,0,0,0,0,0,0,0,0,0,0,0,39097
Madison,2016,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09878,0.0,0.0,39097
Madison,2017,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02701,0.0,0.0,39097
Madison,2018,0,0,0,0,0,0,0,0,0,0,0,0,39097
Madison,2019,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.52544,0.0,0.0,39097
Madison,2020,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.59496,0.0,0.0,39097
Madison,2021,0,0,0,0,0,0,0,0,0,0,0,0,39097
Madison,2022,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.23574,0.0,0.0,39097
Madison,2023,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,983.268641,0.0,0.0,39097
Madison,2024,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.019200000000000002,0.0,0.0,39097
Marion,2009,0,0,0,0,0,0,0,0,0,0,0,0,39101
Marion,2010,0,0,0,0,0,0,0,0,0,0,0,0,39101
Marion,2011,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.16272,0.0,0.0,39101
Marion,2012,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0249,0.0,0.0,39101
Marion,2013,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.01928,0.0,0.0,39101
Marion,2014,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,77.81972999999999,0.0,0.0,39101
Marion,2015,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,9.969909999999999,0.0,0.0,39101
Marion,2016,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,22.1277,0.0,0.0,39101
Marion,2017,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.46599500000000005,0.0,0.0,39101
Marion,2018,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.37335999999999997,0.0,4.5,39101
Marion,2019,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.3158899999999996,0.0,0.0,39101
Marion,2020,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.35125500000000004,0.0,0.0,39101
Marion,2021,0,0,0,0,0,0,0,0,0,0,0,0,39101
Marion,2022,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03299,0.0,0.0,39101
Marion,2023,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.03705,0.0,0.0024,39101
Marion,2024,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.36648,0.0,0.0,39101
Morrow,2009,0,0,0,0,0,0,0,0,0,0,0,0,39117
Morrow,2010,0,0,0,0,0,0,0,0,0,0,0,0,39117
Morrow,2011,0,0,0,0,0,0,0,0,0,0,0,0,39117
Morrow,2012,0,0,0,0,0,0,0,0,0,0,0,0,39117
Morrow,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02016,0.0,0.0,39117
Morrow,2014,1.0,0.0,0.0,3.0,0.0,0.0,0.85,0.0,0.0,0.61224,0.0,0.0,39117
Morrow,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,39117
Morrow,2016,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.014759999999999999,0.0,0.0,39117
Morrow,2017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,39117
Morrow,2018,0,0,0,0,0,0,0,0,0,0,0,0,39117
Morrow,2019,0,0,0,0,0,0,0,0,0,0,0,0,39117
Morrow,2020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0,0.0,39117
Morrow,2021,0,0,0,0,0,0,0,0,0,0,0,0,39117
Morrow,2022,0,0,0,0,0,0,0,0,0,0,0,0,39117
Morrow,2023,0,0,0,0,0,0,0,0,0,0,0,0,39117
Morrow,2024,0,0,0,0,0,0,0,0,0,0,0,0,39117
Perry,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00828,0.0,0.0,39127
Perry,2010,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.21828999999999998,0.0,0.0,39127
Perry,2011,1.0,0.0,0.0,42.0,0.0,0.0,5.6,0.0,0.0,0.45139,0.0,0.0,39127
Perry,2012,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.18997,0.0,0.0,39127
Perry,2013,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05338,0.0,0.0,39127
Perry,2014,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04133,0.0,0.0,39127
Perry,2015,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06511,0.0,0.0,39127
Perry,2016,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.10168,0.0,0.0,39127
Perry,2017,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04854,0.0,0.0,39127
Perry,2018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,39127
Perry,2019,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01764,0.0,0.0,39127
Perry,2020,0,0,0,0,0,0,0,0,0,0,0,0,39127
Perry,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125895,0.0,0.0,39127
Perry,2022,0,0,0,0,0,0,0,0,0,0,0,0,39127
Perry,2023,0,0,0,0,0,0,0,0,0,0,0,0,39127
Perry,2024,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03344,0.0,0.0,39127
Pickaway,2009,0,0,0,0,0,0,0,0,0,0,0,0,39129
Pickaway,2010,0,0,0,0,0,0,0,0,0,0,0,0,39129
Pickaway,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,39129
Pickaway,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00598,0.0,0.0,39129
Pickaway,2013,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03178,0.0,0.0,39129
Pickaway,2014,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06448000000000001,0.0,0.0,39129
Pickaway,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01674,0.0,0.0,39129
Pickaway,2016,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07629,0.0,0.0,39129
Pickaway,2017,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.019719999999999998,0.0,0.0,39129
Pickaway,2018,0,0,0,0,0,0,0,0,0,0,0,0,39129
Pickaway,2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,39129
Pickaway,2020,0,0,0,0,0,0,0,0,0,0,0,0,39129
Pickaway,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,0.0,39129
Pickaway,2022,0,0,0,0,0,0,0,0,0,0,0,0,39129
Pickaway,2023,0,0,0,0,0,0,0,0,0,0,0,0,39129
Pickaway,2024,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,132.448565,0.0,0.0,39129
Ross,2009,1.0,0.0,0.0,0.0,0.0,0.0,92.8,0.0,0.0,0.0,0.0,0.0,39141
Ross,2010,0,0,0,0,0,0,0,0,0,0,0,0,39141
Ross,2011,1.0,0.0,0.0,1.0,0.0,0.0,92.8,0.0,0.0,0.003,0.0,0.0,39141
Ross,2012,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03672,0.0,0.0,39141
Ross,2013,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01584,0.0,0.0,39141
Ross,2014,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.10424,0.0,0.0,39141
Ross,2015,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0288,0.0,0.0,39141
Ross,2016,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0479,0.0,0.0,39141
Ross,2017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.0,39141
Ross,2018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02508,0.0,0.0,39141
Ross,2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02175,0.0,0.0,39141
Ross,2020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,39141
Ross,2021,0,0,0,0,0,0,0,0,0,0,0,0,39141
Ross,2022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.71712,0.0,0.0,39141
Ross,2023,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,68.16929999999999,0.0,0.0,39141
Ross,2024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,155.80719,0.0,0.0,39141
Union,2009,0,0,0,0,0,0,0,0,0,0,0,0,39159
Union,2010,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04778,0.0,0.0,39159
Union,2011,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.76502,0.0,0.0,39159
Union,2012,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.30609,0.0,0.0,39159
Union,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01078,0.0,0.0,39159
Union,2014,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02883,0.0,0.0,39159
Union,2015,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04465,0.0,0.0,39159
Union,2016,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04698,0.0,0.0,39159
Union,2017,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.15187,0.0,0.0,39159
Union,2018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.11108,0.0,0.0,39159
Union,2019,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06506,0.0,0.0,39159
Union,2020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01026,0.0,0.0,39159
Union,2021,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1391,0.0,0.0,39159
Union,2022,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02124,0.0,0.0,39159
Union,2023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.21264,0.0,0.0,39159
Union,2024,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,415.90941,0.0,0.0,39159
