JURISNAME,GEOIDFQ,YEAR,FuelType,value
Ashley Village,1600000US3902582,2015,count_Solar,0
Ashley Village,1600000US3902582,2016,count_Solar,0
Ashley Village,1600000US3902582,2017,count_Solar,0
Ashley Village,1600000US3902582,2018,count_Solar,0
Ashley Village,1600000US3902582,2019,count_Solar,0
Ashley Village,1600000US3902582,2020,count_Solar,0
Ashley Village,1600000US3902582,2021,count_Solar,0
Ashley Village,1600000US3902582,2022,count_Solar,1.0
Ashley Village,1600000US3902582,2023,count_Solar,0
Ashley Village,1600000US3902582,2000,count_Waste Gas,0
Ashley Village,1600000US3902582,2001,count_Waste Gas,0
Ashley Village,1600000US3902582,2002,count_Waste Gas,0
Ashley Village,1600000US3902582,2003,count_Waste Gas,0
Ashley Village,1600000US3902582,2004,count_Waste Gas,0
Ashley Village,1600000US3902582,2005,count_Waste Gas,0
Ashley Village,1600000US3902582,2006,count_Waste Gas,0
Ashley Village,1600000US3902582,2007,count_Waste Gas,0
Ashley Village,1600000US3902582,2008,count_Waste Gas,0
Ashley Village,1600000US3902582,2009,count_Waste Gas,0
Ashley Village,1600000US3902582,2010,count_Waste Gas,0
Ashley Village,1600000US3902582,2011,count_Waste Gas,0
Ashley Village,1600000US3902582,2012,count_Waste Gas,0
Ashley Village,1600000US3902582,2013,count_Waste Gas,0
Ashley Village,1600000US3902582,2014,count_Waste Gas,0
Ashley Village,1600000US3902582,2015,count_Waste Gas,0
Ashley Village,1600000US3902582,2016,count_Waste Gas,0
Ashley Village,1600000US3902582,2017,count_Waste Gas,0
Ashley Village,1600000US3902582,2018,count_Waste Gas,0
Ashley Village,1600000US3902582,2019,count_Waste Gas,0
Ashley Village,1600000US3902582,2020,count_Waste Gas,0
Ashley Village,1600000US3902582,2021,count_Waste Gas,0
Ashley Village,1600000US3902582,2022,count_Waste Gas,0.0
Ashley Village,1600000US3902582,2023,count_Waste Gas,0
Ashley Village,1600000US3902582,2000,count_Wind,0
Ashley Village,1600000US3902582,2001,count_Wind,0
Ashley Village,1600000US3902582,2002,count_Wind,0
Ashley Village,1600000US3902582,2003,count_Wind,0
Ashley Village,1600000US3902582,2004,count_Wind,0
Ashley Village,1600000US3902582,2005,count_Wind,0
Ashley Village,1600000US3902582,2006,count_Wind,0
Ashley Village,1600000US3902582,2007,count_Wind,0
Ashley Village,1600000US3902582,2008,count_Wind,0
Ashley Village,1600000US3902582,2009,count_Wind,0
Ashley Village,1600000US3902582,2010,count_Wind,0
Ashley Village,1600000US3902582,2011,count_Wind,0
Ashley Village,1600000US3902582,2012,count_Wind,0
Ashley Village,1600000US3902582,2013,count_Wind,0
Ashley Village,1600000US3902582,2014,count_Wind,0
Ashley Village,1600000US3902582,2015,count_Wind,0
Ashley Village,1600000US3902582,2016,count_Wind,0
Ashley Village,1600000US3902582,2017,count_Wind,0
Ashley Village,1600000US3902582,2018,count_Wind,0
Ashley Village,1600000US3902582,2019,count_Wind,0
Ashley Village,1600000US3902582,2020,count_Wind,0
Ashley Village,1600000US3902582,2021,count_Wind,0
Ashley Village,1600000US3902582,2022,count_Wind,0.0
Ashley Village,1600000US3902582,2023,count_Wind,0
Ashley Village,1600000US3902582,2000,total_Biofuel,0
Ashley Village,1600000US3902582,2001,total_Biofuel,0
Ashley Village,1600000US3902582,2002,total_Biofuel,0
Ashley Village,1600000US3902582,2003,total_Biofuel,0
Ashley Village,1600000US3902582,2004,total_Biofuel,0
Ashley Village,1600000US3902582,2005,total_Biofuel,0
Ashley Village,1600000US3902582,2006,total_Biofuel,0
Ashley Village,1600000US3902582,2007,total_Biofuel,0
Ashley Village,1600000US3902582,2008,total_Biofuel,0
Ashley Village,1600000US3902582,2009,total_Biofuel,0
Ashley Village,1600000US3902582,2010,total_Biofuel,0
Ashley Village,1600000US3902582,2011,total_Biofuel,0
Ashley Village,1600000US3902582,2012,total_Biofuel,0
Ashley Village,1600000US3902582,2013,total_Biofuel,0
Ashley Village,1600000US3902582,2014,total_Biofuel,0
Ashley Village,1600000US3902582,2015,total_Biofuel,0
Ashley Village,1600000US3902582,2016,total_Biofuel,0
Ashley Village,1600000US3902582,2017,total_Biofuel,0
Ashley Village,1600000US3902582,2018,total_Biofuel,0
Ashley Village,1600000US3902582,2019,total_Biofuel,0
Ashley Village,1600000US3902582,2020,total_Biofuel,0
Ashley Village,1600000US3902582,2021,total_Biofuel,0
Ashley Village,1600000US3902582,2022,total_Biofuel,0.0
Ashley Village,1600000US3902582,2023,total_Biofuel,0
Ashley Village,1600000US3902582,2000,total_Energy Storage,0
Ashley Village,1600000US3902582,2001,total_Energy Storage,0
Ashley Village,1600000US3902582,2002,total_Energy Storage,0
Ashley Village,1600000US3902582,2003,total_Energy Storage,0
Ashley Village,1600000US3902582,2004,total_Energy Storage,0
Ashley Village,1600000US3902582,2005,total_Energy Storage,0
Ashley Village,1600000US3902582,2006,total_Energy Storage,0
Ashley Village,1600000US3902582,2007,total_Energy Storage,0
Ashley Village,1600000US3902582,2008,total_Energy Storage,0
Ashley Village,1600000US3902582,2009,total_Energy Storage,0
Ashley Village,1600000US3902582,2010,total_Energy Storage,0
Ashley Village,1600000US3902582,2011,total_Energy Storage,0
Ashley Village,1600000US3902582,2012,total_Energy Storage,0
Ashley Village,1600000US3902582,2013,total_Energy Storage,0
Ashley Village,1600000US3902582,2014,total_Energy Storage,0
Ashley Village,1600000US3902582,2015,total_Energy Storage,0
Ashley Village,1600000US3902582,2016,total_Energy Storage,0
Ashley Village,1600000US3902582,2017,total_Energy Storage,0
Ashley Village,1600000US3902582,2018,total_Energy Storage,0
Ashley Village,1600000US3902582,2019,total_Energy Storage,0
Ashley Village,1600000US3902582,2020,total_Energy Storage,0
Ashley Village,1600000US3902582,2021,total_Energy Storage,0
Ashley Village,1600000US3902582,2022,total_Energy Storage,0.0
Ashley Village,1600000US3902582,2023,total_Energy Storage,0
Ashley Village,1600000US3902582,2000,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2001,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2002,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2003,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2004,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2005,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2006,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2007,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2008,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2009,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2010,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2011,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2012,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2013,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2014,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2015,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2016,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2017,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2018,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2019,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2020,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2021,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2022,total_Natural Gas/Propane,0.0
Ashley Village,1600000US3902582,2023,total_Natural Gas/Propane,0
Ashley Village,1600000US3902582,2000,total_Solar,0
Ashley Village,1600000US3902582,2001,total_Solar,0
Ashley Village,1600000US3902582,2002,total_Solar,0
Ashley Village,1600000US3902582,2003,total_Solar,0
Ashley Village,1600000US3902582,2004,total_Solar,0
Ashley Village,1600000US3902582,2005,total_Solar,0
Ashley Village,1600000US3902582,2006,total_Solar,0
Ashley Village,1600000US3902582,2007,total_Solar,0
Ashley Village,1600000US3902582,2008,total_Solar,0
Ashley Village,1600000US3902582,2009,total_Solar,0
Ashley Village,1600000US3902582,2010,total_Solar,0
Ashley Village,1600000US3902582,2011,total_Solar,0
Ashley Village,1600000US3902582,2012,total_Solar,0
Ashley Village,1600000US3902582,2013,total_Solar,0
Ashley Village,1600000US3902582,2014,total_Solar,0
Ashley Village,1600000US3902582,2015,total_Solar,0
Ashley Village,1600000US3902582,2016,total_Solar,0
Ashley Village,1600000US3902582,2017,total_Solar,0
Ashley Village,1600000US3902582,2018,total_Solar,0
Ashley Village,1600000US3902582,2019,total_Solar,0
Ashley Village,1600000US3902582,2020,total_Solar,0
Ashley Village,1600000US3902582,2021,total_Solar,0
Ashley Village,1600000US3902582,2022,total_Solar,6.96
Ashley Village,1600000US3902582,2023,total_Solar,0
Ashley Village,1600000US3902582,2000,total_Waste Gas,0
Ashley Village,1600000US3902582,2001,total_Waste Gas,0
Ashley Village,1600000US3902582,2002,total_Waste Gas,0
Ashley Village,1600000US3902582,2003,total_Waste Gas,0
Ashley Village,1600000US3902582,2004,total_Waste Gas,0
Ashley Village,1600000US3902582,2005,total_Waste Gas,0
Ashley Village,1600000US3902582,2006,total_Waste Gas,0
Ashley Village,1600000US3902582,2007,total_Waste Gas,0
Ashley Village,1600000US3902582,2008,total_Waste Gas,0
Ashley Village,1600000US3902582,2009,total_Waste Gas,0
Ashley Village,1600000US3902582,2010,total_Waste Gas,0
Ashley Village,1600000US3902582,2011,total_Waste Gas,0
Ashley Village,1600000US3902582,2012,total_Waste Gas,0
Ashley Village,1600000US3902582,2013,total_Waste Gas,0
Ashley Village,1600000US3902582,2014,total_Waste Gas,0
Ashley Village,1600000US3902582,2015,total_Waste Gas,0
Ashley Village,1600000US3902582,2016,total_Waste Gas,0
Ashley Village,1600000US3902582,2017,total_Waste Gas,0
Ashley Village,1600000US3902582,2018,total_Waste Gas,0
Ashley Village,1600000US3902582,2019,total_Waste Gas,0
Ashley Village,1600000US3902582,2020,total_Waste Gas,0
Ashley Village,1600000US3902582,2021,total_Waste Gas,0
Ashley Village,1600000US3902582,2022,total_Waste Gas,0.0
Ashley Village,1600000US3902582,2023,total_Waste Gas,0
Ashley Village,1600000US3902582,2000,total_Wind,0
Ashley Village,1600000US3902582,2001,total_Wind,0
Ashley Village,1600000US3902582,2002,total_Wind,0
Ashley Village,1600000US3902582,2003,total_Wind,0
Ashley Village,1600000US3902582,2004,total_Wind,0
Ashley Village,1600000US3902582,2005,total_Wind,0
Ashley Village,1600000US3902582,2006,total_Wind,0
Ashley Village,1600000US3902582,2007,total_Wind,0
Ashley Village,1600000US3902582,2008,total_Wind,0
Ashley Village,1600000US3902582,2009,total_Wind,0
Ashley Village,1600000US3902582,2010,total_Wind,0
Ashley Village,1600000US3902582,2011,total_Wind,0
Ashley Village,1600000US3902582,2012,total_Wind,0
Ashley Village,1600000US3902582,2013,total_Wind,0
Ashley Village,1600000US3902582,2014,total_Wind,0
Ashley Village,1600000US3902582,2015,total_Wind,0
Ashley Village,1600000US3902582,2016,total_Wind,0
Ashley Village,1600000US3902582,2017,total_Wind,0
Ashley Village,1600000US3902582,2018,total_Wind,0
Ashley Village,1600000US3902582,2019,total_Wind,0
Ashley Village,1600000US3902582,2020,total_Wind,0
Ashley Village,1600000US3902582,2021,total_Wind,0
Ashley Village,1600000US3902582,2022,total_Wind,0.0
Ashley Village,1600000US3902582,2023,total_Wind,0
Bainbridge Village,1600000US3903604,2000,count_Biofuel,0
Bainbridge Village,1600000US3903604,2001,count_Biofuel,0
Bainbridge Village,1600000US3903604,2002,count_Biofuel,0
Bainbridge Village,1600000US3903604,2003,count_Biofuel,0
Bainbridge Village,1600000US3903604,2004,count_Biofuel,0
Bainbridge Village,1600000US3903604,2005,count_Biofuel,0
Bainbridge Village,1600000US3903604,2006,count_Biofuel,0
Bainbridge Village,1600000US3903604,2007,count_Biofuel,0
Bainbridge Village,1600000US3903604,2008,count_Biofuel,0
Bainbridge Village,1600000US3903604,2009,count_Biofuel,0
Bainbridge Village,1600000US3903604,2010,count_Biofuel,0
Bainbridge Village,1600000US3903604,2011,count_Biofuel,0
Bainbridge Village,1600000US3903604,2012,count_Biofuel,0
Bainbridge Village,1600000US3903604,2013,count_Biofuel,0
Bainbridge Village,1600000US3903604,2014,count_Biofuel,0
Bainbridge Village,1600000US3903604,2015,count_Biofuel,0
Bainbridge Village,1600000US3903604,2016,count_Biofuel,0
Bainbridge Village,1600000US3903604,2017,count_Biofuel,0
Bainbridge Village,1600000US3903604,2018,count_Biofuel,0
Bainbridge Village,1600000US3903604,2019,count_Biofuel,0
Bainbridge Village,1600000US3903604,2020,count_Biofuel,0
Bainbridge Village,1600000US3903604,2021,count_Biofuel,0.0
Bainbridge Village,1600000US3903604,2022,count_Biofuel,0
Bainbridge Village,1600000US3903604,2023,count_Biofuel,0.0
Bainbridge Village,1600000US3903604,2000,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2001,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2002,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2003,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2004,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2005,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2006,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2007,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2008,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2009,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2010,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2011,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2012,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2013,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2014,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2015,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2016,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2017,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2018,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2019,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2020,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2021,count_Energy Storage,0.0
Bainbridge Village,1600000US3903604,2022,count_Energy Storage,0
Bainbridge Village,1600000US3903604,2023,count_Energy Storage,0.0
Bainbridge Village,1600000US3903604,2000,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2001,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2002,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2003,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2004,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2005,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2006,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2007,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2008,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2009,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2010,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2011,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2012,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2013,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2014,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2015,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2016,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2017,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2018,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2019,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2020,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2021,count_Natural Gas/Propane,0.0
Bainbridge Village,1600000US3903604,2022,count_Natural Gas/Propane,0
Bainbridge Village,1600000US3903604,2023,count_Natural Gas/Propane,0.0
Bainbridge Village,1600000US3903604,2000,count_Solar,0
Bainbridge Village,1600000US3903604,2001,count_Solar,0
Bainbridge Village,1600000US3903604,2002,count_Solar,0
Bainbridge Village,1600000US3903604,2003,count_Solar,0
Bainbridge Village,1600000US3903604,2004,count_Solar,0
Bainbridge Village,1600000US3903604,2005,count_Solar,0
Bainbridge Village,1600000US3903604,2006,count_Solar,0
Bainbridge Village,1600000US3903604,2007,count_Solar,0
Bainbridge Village,1600000US3903604,2008,count_Solar,0
Bainbridge Village,1600000US3903604,2009,count_Solar,0
Bainbridge Village,1600000US3903604,2010,count_Solar,0
Bainbridge Village,1600000US3903604,2011,count_Solar,0
Bainbridge Village,1600000US3903604,2012,count_Solar,0
Bainbridge Village,1600000US3903604,2013,count_Solar,0
Bainbridge Village,1600000US3903604,2014,count_Solar,0
Bainbridge Village,1600000US3903604,2015,count_Solar,0
Bainbridge Village,1600000US3903604,2016,count_Solar,0
Bainbridge Village,1600000US3903604,2017,count_Solar,0
Bainbridge Village,1600000US3903604,2018,count_Solar,0
Bainbridge Village,1600000US3903604,2019,count_Solar,0
Bainbridge Village,1600000US3903604,2020,count_Solar,0
Bainbridge Village,1600000US3903604,2021,count_Solar,1.0
Bainbridge Village,1600000US3903604,2022,count_Solar,0
Bainbridge Village,1600000US3903604,2023,count_Solar,1.0
Bainbridge Village,1600000US3903604,2000,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2001,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2002,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2003,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2004,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2005,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2006,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2007,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2008,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2009,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2010,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2011,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2012,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2013,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2014,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2015,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2016,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2017,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2018,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2019,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2020,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2021,count_Waste Gas,0.0
Bainbridge Village,1600000US3903604,2022,count_Waste Gas,0
Bainbridge Village,1600000US3903604,2023,count_Waste Gas,0.0
Bainbridge Village,1600000US3903604,2000,count_Wind,0
Bainbridge Village,1600000US3903604,2001,count_Wind,0
Bainbridge Village,1600000US3903604,2002,count_Wind,0
Bainbridge Village,1600000US3903604,2003,count_Wind,0
Bainbridge Village,1600000US3903604,2004,count_Wind,0
Bainbridge Village,1600000US3903604,2005,count_Wind,0
Bainbridge Village,1600000US3903604,2006,count_Wind,0
Bainbridge Village,1600000US3903604,2007,count_Wind,0
Bainbridge Village,1600000US3903604,2008,count_Wind,0
Bainbridge Village,1600000US3903604,2009,count_Wind,0
Bainbridge Village,1600000US3903604,2010,count_Wind,0
Bainbridge Village,1600000US3903604,2011,count_Wind,0
Bainbridge Village,1600000US3903604,2012,count_Wind,0
Bainbridge Village,1600000US3903604,2013,count_Wind,0
Bainbridge Village,1600000US3903604,2014,count_Wind,0
Bainbridge Village,1600000US3903604,2015,count_Wind,0
Bainbridge Village,1600000US3903604,2016,count_Wind,0
Bainbridge Village,1600000US3903604,2017,count_Wind,0
Bainbridge Village,1600000US3903604,2018,count_Wind,0
Bainbridge Village,1600000US3903604,2019,count_Wind,0
Bainbridge Village,1600000US3903604,2020,count_Wind,0
Bainbridge Village,1600000US3903604,2021,count_Wind,0.0
Bainbridge Village,1600000US3903604,2022,count_Wind,0
Bainbridge Village,1600000US3903604,2023,count_Wind,0.0
Bainbridge Village,1600000US3903604,2000,total_Biofuel,0
Bainbridge Village,1600000US3903604,2001,total_Biofuel,0
Bainbridge Village,1600000US3903604,2002,total_Biofuel,0
Bainbridge Village,1600000US3903604,2003,total_Biofuel,0
Bainbridge Village,1600000US3903604,2004,total_Biofuel,0
Bainbridge Village,1600000US3903604,2005,total_Biofuel,0
Bainbridge Village,1600000US3903604,2006,total_Biofuel,0
Bainbridge Village,1600000US3903604,2007,total_Biofuel,0
Bainbridge Village,1600000US3903604,2008,total_Biofuel,0
Bainbridge Village,1600000US3903604,2009,total_Biofuel,0
Bainbridge Village,1600000US3903604,2010,total_Biofuel,0
Bainbridge Village,1600000US3903604,2011,total_Biofuel,0
Bainbridge Village,1600000US3903604,2012,total_Biofuel,0
Bainbridge Village,1600000US3903604,2013,total_Biofuel,0
Bainbridge Village,1600000US3903604,2014,total_Biofuel,0
Bainbridge Village,1600000US3903604,2015,total_Biofuel,0
Bainbridge Village,1600000US3903604,2016,total_Biofuel,0
Bainbridge Village,1600000US3903604,2017,total_Biofuel,0
Bainbridge Village,1600000US3903604,2018,total_Biofuel,0
Bainbridge Village,1600000US3903604,2019,total_Biofuel,0
Bainbridge Village,1600000US3903604,2020,total_Biofuel,0
Bainbridge Village,1600000US3903604,2021,total_Biofuel,0.0
Bainbridge Village,1600000US3903604,2022,total_Biofuel,0
Bainbridge Village,1600000US3903604,2023,total_Biofuel,0.0
Bainbridge Village,1600000US3903604,2000,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2001,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2002,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2003,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2004,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2005,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2006,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2007,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2008,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2009,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2010,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2011,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2012,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2013,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2014,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2015,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2016,total_Energy Storage,0
Bainbridge Village,1600000US3903604,2017,total_Energy Storage,0
